p0_rank,p1_rank,p0_odds,p1_odds,tourney_date,winner
42.0,130.0,1.44,2.62,2006-07-24,0.0
89.0,111.0,2.0,1.72,2011-07-25,1.0
45.0,103.0,1.44,2.75,2022-06-27,1.0
30.0,41.0,1.12,6.0,2016-01-18,0.0
35.0,51.0,1.11,6.5,2012-02-20,0.0
93.0,131.0,1.57,2.25,2016-04-25,1.0
8.0,50.0,1.25,4.0,2018-07-02,0.0
10.0,93.0,1.07,9.0,2022-09-26,0.0
2.0,43.0,1.12,6.0,2019-10-28,0.0
34.0,52.0,1.33,3.25,2020-01-13,0.0
9.0,176.0,1.02,17.0,2019-01-14,0.0
27.0,48.0,1.16,4.5,2010-02-15,0.0
115.0,131.0,2.25,1.57,2018-04-30,1.0
2.0,9.0,1.04,11.0,2017-11-13,0.0
42.0,78.0,1.16,4.5,2006-05-22,1.0
20.0,94.0,1.22,4.0,2013-03-20,0.0
22.0,33.0,2.2,1.61,2020-08-24,1.0
7.0,85.0,1.12,6.0,2022-02-07,0.0
46.0,71.0,1.66,2.2,2018-05-28,0.0
25.0,92.0,2.5,1.5,2008-02-25,0.0
54.0,86.0,2.0,1.72,2009-04-06,1.0
22.0,255.0,1.11,6.0,2007-07-16,0.0
9.0,19.0,1.11,6.0,2006-06-26,0.0
2.0,3.0,2.5,1.57,2012-01-16,0.0
44.0,73.0,1.36,3.0,2007-03-05,1.0
10.0,52.0,1.72,2.1,2019-07-29,1.0
19.0,68.0,1.33,3.25,2015-05-10,1.0
72.0,83.0,1.57,2.37,2019-07-15,1.0
11.0,49.0,1.25,4.0,2021-10-25,1.0
108.0,197.0,1.66,2.1,2006-10-02,0.0
181.0,199.0,2.75,1.44,2021-02-08,1.0
38.0,65.0,2.25,1.57,2019-06-24,1.0
14.0,43.0,1.53,2.37,2015-08-10,0.0
24.0,45.0,1.4,2.75,2018-06-18,0.0
16.0,83.0,1.22,4.0,2011-01-02,0.0
14.0,147.0,1.14,5.0,2010-07-25,1.0
51.0,87.0,1.66,2.1,2011-06-12,0.0
36.0,223.0,1.8,1.9,2016-06-06,1.0
70.0,276.0,1.66,2.2,2021-08-23,0.0
102.0,237.0,1.4,2.75,2010-09-27,0.0
32.0,59.0,1.53,2.37,2010-03-24,0.0
33.0,34.0,2.37,1.53,2006-02-13,1.0
5.0,7.0,1.16,5.0,2019-03-18,0.0
8.0,57.0,1.66,2.1,2007-08-19,1.0
10.0,12.0,1.8,2.0,2016-06-27,1.0
81.0,230.0,1.36,3.0,2007-09-10,1.0
42.0,57.0,1.4,2.75,2015-02-16,0.0
18.0,69.0,1.53,2.37,2010-06-21,1.0
27.0,199.0,1.16,5.0,2020-10-12,0.0
15.0,26.0,1.61,2.25,2009-01-04,1.0
15.0,57.0,1.12,6.0,2016-06-27,0.0
15.0,77.0,1.11,6.5,2014-08-25,0.0
45.0,49.0,2.3,1.61,2022-04-18,0.0
2.0,43.0,1.1,7.0,2012-01-02,0.0
63.0,80.0,1.61,2.2,2012-02-13,1.0
25.0,45.0,1.2,4.33,2013-09-16,1.0
98.0,128.0,2.1,1.66,2019-07-29,1.0
18.0,24.0,2.0,1.72,2013-05-05,1.0
51.0,85.0,1.36,3.0,2012-02-27,0.0
14.0,116.0,1.11,6.0,2011-06-20,1.0
63.0,129.0,1.36,3.0,2008-02-25,0.0
48.0,76.0,1.39,2.75,2006-06-19,0.0
31.0,44.0,1.44,2.62,2011-07-25,0.0
15.0,150.0,1.4,2.75,2018-07-30,0.0
69.0,72.0,1.44,2.62,2011-10-17,0.0
14.0,43.0,1.19,4.33,2007-09-24,0.0
46.0,64.0,1.66,2.1,2009-02-23,1.0
8.0,207.0,1.03,11.0,2009-06-22,0.0
67.0,110.0,3.0,1.36,2007-06-18,0.0
80.0,94.0,1.44,2.62,2012-12-31,0.0
12.0,23.0,1.4,3.0,2022-02-21,0.0
10.0,48.0,1.61,2.2,2015-03-12,1.0
7.0,52.0,1.25,3.75,2010-01-03,0.0
8.0,42.0,1.16,5.0,2022-02-07,0.0
28.0,52.0,1.61,2.2,2018-07-23,0.0
77.0,164.0,1.36,3.0,2012-01-01,0.0
19.0,40.0,1.4,2.75,2011-10-31,0.0
64.0,97.0,1.25,3.75,2017-01-02,0.0
6.0,7.0,1.66,2.2,2015-01-19,0.0
24.0,145.0,1.36,3.2,2022-08-01,0.0
28.0,129.0,1.44,2.62,2007-01-15,1.0
44.0,379.0,1.16,5.0,2014-02-03,0.0
3.0,8.0,1.16,5.0,2018-10-08,0.0
2.0,23.0,1.36,3.2,2021-05-31,0.0
3.0,8.0,1.14,5.5,2015-11-15,0.0
38.0,43.0,1.8,2.0,2016-07-11,0.0
43.0,158.0,1.36,3.0,2016-03-07,0.0
47.0,52.0,2.1,1.72,2018-08-20,0.0
34.0,106.0,1.14,5.5,2021-02-08,0.0
16.0,31.0,1.36,3.0,2012-10-01,0.0
45.0,84.0,1.2,4.5,2021-03-22,0.0
20.0,192.0,1.11,6.5,2022-10-17,0.0
51.0,63.0,1.66,2.2,2021-07-26,1.0
8.0,29.0,1.4,3.0,2019-03-04,0.0
1.0,50.0,1.14,5.5,2022-04-18,0.0
18.0,28.0,1.44,2.75,2021-03-22,1.0
9.0,45.0,1.57,2.25,2020-02-03,0.0
23.0,66.0,1.33,3.25,2011-02-14,0.0
16.0,58.0,1.5,2.5,2008-01-14,0.0
7.0,18.0,1.22,4.33,2015-05-03,0.0
18.0,137.0,1.07,9.0,2019-02-25,0.0
70.0,117.0,2.25,1.57,2014-03-06,1.0
43.0,75.0,2.62,1.5,2022-01-10,1.0
50.0,136.0,1.72,2.0,2014-01-13,1.0
88.0,111.0,1.72,2.0,2018-04-09,0.0
54.0,104.0,2.5,1.5,2012-07-09,1.0
11.0,66.0,1.18,4.5,2012-06-25,0.0
18.0,47.0,2.62,1.44,2008-05-25,1.0
15.0,35.0,1.72,2.0,2011-07-31,1.0
14.0,22.0,2.0,1.72,2014-01-06,0.0
4.0,26.0,1.07,10.0,2012-01-16,0.0
19.0,43.0,2.0,1.8,2010-10-18,1.0
29.0,174.0,2.1,1.66,2011-04-04,1.0
89.0,97.0,2.1,1.66,2009-02-09,1.0
35.0,182.0,1.25,3.75,2019-09-16,0.0
66.0,99.0,1.53,2.5,2022-02-21,1.0
5.0,80.0,1.02,12.0,2008-01-14,0.0
6.0,48.0,1.07,7.0,2006-02-13,0.0
15.0,60.0,1.53,2.37,2007-10-07,1.0
38.0,67.0,1.53,2.5,2018-05-28,0.0
53.0,94.0,2.37,1.53,2019-09-23,0.0
116.0,148.0,1.4,2.75,2012-01-02,0.0
32.0,36.0,2.2,1.61,2016-09-26,0.0
6.0,21.0,1.57,2.37,2019-06-17,1.0
37.0,117.0,1.66,2.2,2018-05-28,0.0
103.0,111.0,2.25,1.57,2011-02-07,0.0
23.0,147.0,2.2,1.61,2010-08-30,0.0
22.0,65.0,1.33,3.25,2012-07-16,0.0
13.0,85.0,1.66,2.1,2009-02-02,0.0
1.0,72.0,1.002,34.0,2009-05-25,0.0
39.0,104.0,1.5,2.62,2021-03-15,0.0
2.0,35.0,1.3,3.5,2018-06-11,0.0
13.0,59.0,1.3,3.5,2021-08-16,0.0
69.0,184.0,1.8,2.0,2021-08-30,1.0
59.0,70.0,1.22,4.0,2012-01-09,0.0
154.0,625.0,1.36,3.2,2021-06-28,0.0
16.0,103.0,1.2,4.5,2022-02-21,1.0
9.0,12.0,2.0,1.8,2022-08-15,0.0
5.0,56.0,1.25,4.0,2018-01-15,0.0
1.0,41.0,1.02,17.0,2018-05-07,0.0
17.0,90.0,1.2,4.33,2017-10-02,0.0
26.0,121.0,1.18,4.5,2015-08-31,0.0
49.0,66.0,2.2,1.61,2019-10-14,1.0
28.0,57.0,1.36,3.0,2008-10-26,0.0
25.0,387.0,1.14,5.0,2007-10-22,0.0
24.0,153.0,1.11,6.5,2016-07-11,0.0
84.0,129.0,1.9,1.8,2011-02-14,1.0
11.0,94.0,1.36,3.2,2020-08-31,1.0
29.0,42.0,1.3,3.5,2014-06-23,0.0
67.0,105.0,1.3,3.4,2013-02-04,0.0
68.0,312.0,1.61,2.3,2022-03-21,0.0
50.0,76.0,1.14,5.0,2011-06-12,0.0
58.0,181.0,2.62,1.44,2006-05-29,1.0
73.0,351.0,1.14,5.5,2017-07-31,0.0
24.0,40.0,1.25,4.0,2018-08-27,0.0
48.0,72.0,1.44,2.62,2016-08-08,1.0
15.0,18.0,2.62,1.44,2011-02-07,1.0
24.0,52.0,1.61,2.2,2016-06-20,0.0
31.0,69.0,1.4,2.75,2015-06-29,1.0
19.0,103.0,1.25,3.75,2008-01-14,1.0
18.0,37.0,1.36,3.0,2015-10-05,1.0
15.0,102.0,1.14,5.0,2006-05-29,0.0
21.0,84.0,1.5,2.62,2022-03-21,1.0
9.0,50.0,1.44,2.62,2010-04-11,0.0
13.0,86.0,1.12,5.5,2006-07-24,1.0
17.0,125.0,1.22,4.0,2012-10-01,0.0
4.0,38.0,1.2,4.33,2010-05-09,0.0
62.0,84.0,1.33,3.25,2015-02-23,1.0
81.0,154.0,2.1,1.66,2008-02-11,1.0
61.0,159.0,2.0,1.8,2022-07-25,0.0
97.0,100.0,2.87,1.36,2006-07-31,1.0
54.0,103.0,2.37,1.53,2009-10-25,0.0
7.0,49.0,1.22,4.0,2009-01-19,0.0
8.0,79.0,1.12,6.0,2022-05-16,0.0
58.0,180.0,1.22,4.0,2010-01-18,0.0
1.0,62.0,1.01,15.0,2006-08-28,0.0
17.0,130.0,1.19,4.33,2006-10-30,0.0
115.0,566.0,1.28,3.25,2006-04-24,1.0
56.0,57.0,4.5,1.18,2013-06-24,1.0
50.0,214.0,1.2,4.5,2021-08-30,0.0
50.0,283.0,1.1,6.5,2008-02-11,1.0
23.0,257.0,1.04,10.0,2010-05-03,0.0
56.0,58.0,1.83,1.83,2009-05-03,1.0
14.0,89.0,1.33,3.25,2014-08-10,0.0
34.0,87.0,1.36,3.0,2014-07-28,0.0
23.0,84.0,1.4,3.0,2018-08-27,1.0
61.0,82.0,1.61,2.2,2016-03-21,0.0
22.0,52.0,1.33,3.25,2014-03-19,1.0
103.0,113.0,1.53,2.37,2007-10-01,1.0
6.0,98.0,1.44,2.75,2020-02-17,0.0
17.0,248.0,1.53,2.37,2015-09-28,0.0
3.0,11.0,1.44,2.75,2018-10-29,0.0
10.0,181.0,1.02,12.0,2010-10-04,0.0
28.0,115.0,1.18,4.5,2015-02-02,0.0
16.0,94.0,1.28,3.25,2006-07-17,0.0
52.0,135.0,1.2,4.5,2020-08-31,0.0
41.0,79.0,1.16,5.0,2014-05-26,0.0
90.0,106.0,2.62,1.44,2009-02-16,1.0
80.0,93.0,1.83,1.83,2007-12-31,1.0
55.0,155.0,1.5,2.5,2013-07-15,1.0
2.0,19.0,1.33,3.4,2018-10-08,1.0
55.0,103.0,2.1,1.66,2014-08-10,0.0
44.0,104.0,2.75,1.44,2021-08-30,0.0
7.0,52.0,1.39,2.75,2006-08-14,0.0
17.0,67.0,1.22,4.0,2010-01-11,1.0
35.0,155.0,1.53,2.37,2008-09-29,0.0
3.0,9.0,1.33,3.4,2012-05-27,0.0
7.0,40.0,1.28,3.75,2022-04-25,1.0
122.0,378.0,2.2,1.61,2009-05-17,0.0
35.0,82.0,1.66,2.1,2015-05-24,0.0
1.0,24.0,1.14,5.5,2019-09-30,0.0
28.0,139.0,2.1,1.66,2010-03-11,0.0
36.0,91.0,1.4,3.0,2022-08-29,1.0
19.0,81.0,1.44,2.62,2006-10-09,0.0
22.0,291.0,1.16,5.0,2017-07-24,0.0
5.0,7.0,2.0,1.72,2008-11-09,0.0
34.0,36.0,1.2,4.33,2015-06-15,0.0
5.0,20.0,1.2,4.5,2015-03-25,0.0
36.0,502.0,1.06,10.0,2012-02-27,0.0
66.0,89.0,1.53,2.37,2010-07-19,1.0
16.0,23.0,2.37,1.53,2011-03-23,1.0
57.0,94.0,1.44,2.75,2018-04-23,1.0
14.0,43.0,1.3,3.4,2011-03-23,0.0
88.0,116.0,1.61,2.2,2019-07-15,1.0
9.0,21.0,1.5,2.62,2014-02-03,0.0
15.0,481.0,1.16,4.5,2010-08-30,0.0
11.0,121.0,1.08,8.0,2012-05-27,0.0
46.0,97.0,1.1,6.5,2008-05-18,1.0
87.0,121.0,1.53,2.37,2017-08-14,0.0
27.0,90.0,1.57,2.25,2007-07-23,0.0
83.0,228.0,1.4,3.0,2022-09-19,0.0
2.0,15.0,1.22,4.0,2009-10-05,1.0
33.0,73.0,1.16,5.0,2017-05-01,0.0
46.0,61.0,2.2,1.66,2022-05-23,1.0
55.0,372.0,1.57,2.25,2019-04-08,1.0
5.0,22.0,1.33,3.25,2006-10-30,0.0
24.0,71.0,2.25,1.57,2011-09-19,0.0
54.0,77.0,1.72,2.0,2015-04-20,0.0
2.0,24.0,1.16,5.0,2016-08-15,0.0
52.0,54.0,1.5,2.5,2015-07-27,0.0
33.0,40.0,1.4,2.75,2019-02-11,0.0
4.0,24.0,1.33,3.25,2011-02-07,0.0
49.0,81.0,1.4,2.75,2009-11-08,0.0
5.0,35.0,1.16,5.0,2015-08-03,0.0
11.0,15.0,1.61,2.2,2018-08-13,0.0
62.0,244.0,1.36,3.0,2008-02-11,1.0
77.0,538.0,1.07,9.0,2013-02-25,0.0
49.0,76.0,2.2,1.66,2021-08-23,1.0
4.0,66.0,1.02,19.0,2013-04-22,1.0
10.0,77.0,1.25,4.0,2021-05-03,0.0
87.0,92.0,1.72,2.0,2006-01-02,0.0
7.0,48.0,1.18,4.5,2012-09-17,0.0
82.0,186.0,1.28,3.5,2017-09-18,0.0
22.0,65.0,1.38,2.87,2013-10-14,0.0
218.0,335.0,1.66,2.1,2010-07-05,1.0
15.0,23.0,2.0,1.72,2007-10-15,1.0
50.0,51.0,1.9,1.8,2018-07-23,0.0
119.0,129.0,1.36,3.0,2015-05-24,1.0
49.0,140.0,1.57,2.25,2011-05-22,0.0
14.0,44.0,1.25,3.75,2015-06-15,0.0
6.0,19.0,1.16,5.0,2018-08-27,0.0
85.0,113.0,2.62,1.44,2017-09-25,1.0
10.0,71.0,1.1,7.0,2013-06-16,0.0
20.0,48.0,1.33,3.4,2017-05-01,0.0
42.0,68.0,2.2,1.66,2022-06-06,1.0
31.0,74.0,2.37,1.53,2018-10-01,0.0
2.0,29.0,1.03,15.0,2018-05-14,0.0
7.0,50.0,1.06,8.0,2011-05-22,0.0
12.0,48.0,1.02,12.0,2009-08-31,0.0
28.0,108.0,1.3,3.5,2022-07-11,1.0
54.0,64.0,2.2,1.61,2007-08-27,1.0
107.0,256.0,1.4,3.0,2022-06-06,0.0
66.0,180.0,1.33,3.25,2019-07-22,0.0
58.0,153.0,1.53,2.37,2007-01-01,1.0
37.0,90.0,1.57,2.25,2017-01-09,0.0
66.0,73.0,1.53,2.37,2017-02-20,1.0
2.0,35.0,1.16,4.5,2006-03-20,1.0
29.0,371.0,1.07,9.0,2015-04-27,0.0
36.0,115.0,1.72,2.1,2022-08-01,1.0
23.0,62.0,1.28,3.5,2007-07-09,1.0
72.0,188.0,1.44,2.62,2008-07-21,1.0
10.0,35.0,1.44,2.62,2008-03-13,1.0
7.0,88.0,1.25,4.0,2019-01-14,0.0
86.0,106.0,1.53,2.37,2017-03-06,1.0
10.0,42.0,1.28,3.5,2017-05-08,0.0
28.0,70.0,1.19,4.33,2007-06-17,1.0
23.0,109.0,1.66,2.1,2013-02-25,1.0
33.0,44.0,1.3,3.5,2019-06-10,1.0
65.0,96.0,1.4,3.0,2022-02-07,0.0
15.0,28.0,1.57,2.37,2018-10-15,0.0
63.0,146.0,1.3,3.4,2019-09-16,0.0
73.0,129.0,1.4,2.75,2008-02-11,0.0
3.0,287.0,1.05,11.0,2021-03-08,0.0
45.0,105.0,5.0,1.16,2011-08-29,1.0
27.0,101.0,1.5,2.5,2016-09-26,1.0
51.0,100.0,2.37,1.53,2013-08-11,1.0
9.0,80.0,1.06,8.0,2007-03-05,0.0
2.0,3.0,1.3,3.5,2010-08-30,1.0
78.0,829.0,1.14,5.5,2015-04-20,0.0
11.0,43.0,1.33,3.25,2015-10-11,0.0
24.0,43.0,1.44,2.62,2011-02-07,0.0
32.0,41.0,1.53,2.37,2013-10-14,0.0
21.0,71.0,1.53,2.37,2015-06-29,0.0
50.0,105.0,2.62,1.44,2011-03-10,1.0
18.0,102.0,1.33,3.25,2010-08-22,0.0
95.0,105.0,1.66,2.2,2021-05-31,1.0
40.0,88.0,1.66,2.1,2014-04-28,1.0
63.0,316.0,1.39,2.75,2006-07-10,1.0
10.0,42.0,1.44,2.75,2021-05-31,0.0
1.0,22.0,1.12,5.5,2008-07-28,1.0
20.0,51.0,1.22,4.0,2013-08-26,0.0
135.0,164.0,1.57,2.25,2006-01-30,1.0
4.0,64.0,1.0,21.0,2010-01-18,0.0
1.0,53.0,1.005,34.0,2008-06-23,0.0
69.0,147.0,2.5,1.5,2010-08-30,1.0
1.0,28.0,1.12,5.5,2006-03-20,0.0
43.0,266.0,1.12,6.0,2014-04-07,0.0
10.0,20.0,1.66,2.1,2009-08-10,0.0
45.0,95.0,1.3,3.4,2012-02-20,1.0
5.0,60.0,1.28,3.75,2018-02-26,0.0
46.0,131.0,1.33,3.25,2016-10-03,0.0
8.0,11.0,1.9,1.8,2011-08-29,1.0
39.0,44.0,1.36,3.0,2010-04-25,0.0
9.0,27.0,1.4,3.0,2017-05-08,0.0
13.0,101.0,1.22,4.33,2019-07-01,0.0
55.0,143.0,1.11,6.0,2006-05-29,0.0
29.0,139.0,1.22,4.0,2006-01-16,1.0
40.0,77.0,1.44,2.62,2017-07-31,1.0
12.0,31.0,1.22,4.0,2009-07-19,0.0
11.0,14.0,1.72,2.0,2014-07-28,1.0
30.0,41.0,1.3,3.4,2017-06-26,0.0
27.0,155.0,1.11,6.5,2016-05-23,0.0
74.0,144.0,2.5,1.5,2015-08-31,0.0
24.0,28.0,2.75,1.44,2013-07-22,1.0
31.0,106.0,1.28,3.5,2015-03-12,0.0
24.0,83.0,1.4,2.75,2009-05-03,0.0
58.0,81.0,2.1,1.66,2007-04-09,1.0
3.0,17.0,1.36,3.0,2007-01-01,1.0
97.0,161.0,1.44,2.62,2006-02-13,0.0
13.0,37.0,1.25,3.75,2008-01-07,1.0
33.0,87.0,1.1,6.5,2011-05-22,0.0
114.0,661.0,2.62,1.44,2008-06-23,1.0
11.0,85.0,1.28,3.25,2006-01-09,0.0
29.0,53.0,1.5,2.5,2012-10-07,0.0
14.0,103.0,1.25,3.75,2016-02-15,1.0
18.0,112.0,2.1,1.66,2007-10-15,1.0
38.0,123.0,1.53,2.37,2012-02-13,0.0
18.0,64.0,1.61,2.3,2022-05-16,0.0
50.0,71.0,1.53,2.37,2017-01-02,1.0
58.0,59.0,1.61,2.2,2018-09-24,0.0
33.0,37.0,2.2,1.61,2009-10-11,1.0
4.0,36.0,1.11,6.5,2019-01-14,0.0
29.0,715.0,1.1,7.0,2017-07-03,0.0
56.0,116.0,1.36,3.0,2018-02-19,0.0
31.0,51.0,2.5,1.5,2008-06-09,1.0
262.0,793.0,1.33,3.25,2010-07-05,0.0
2.0,5.0,1.53,2.62,2022-01-17,1.0
32.0,195.0,1.36,3.0,2013-12-30,0.0
51.0,129.0,1.22,4.33,2022-02-07,0.0
55.0,73.0,2.5,1.5,2020-02-17,0.0
19.0,60.0,1.25,3.75,2010-01-04,1.0
4.0,113.0,1.07,7.5,2007-10-08,0.0
1.0,45.0,1.01,17.0,2006-10-16,0.0
2.0,32.0,1.16,5.0,2021-08-09,0.0
41.0,399.0,1.12,6.0,2020-11-09,1.0
22.0,255.0,1.04,10.0,2009-02-02,0.0
47.0,138.0,1.57,2.25,2010-02-08,1.0
7.0,154.0,1.12,5.5,2007-09-10,0.0
24.0,38.0,1.53,2.37,2010-02-08,1.0
7.0,21.0,1.1,7.0,2014-01-13,0.0
19.0,54.0,1.28,3.5,2012-07-16,1.0
33.0,45.0,1.28,3.5,2013-10-07,1.0
11.0,45.0,1.3,3.4,2012-10-21,1.0
14.0,124.0,1.08,8.0,2018-01-01,0.0
73.0,86.0,2.2,1.61,2019-03-18,1.0
58.0,91.0,1.4,2.75,2019-01-07,0.0
26.0,41.0,1.33,3.25,2010-06-07,1.0
90.0,123.0,2.37,1.53,2013-02-18,1.0
51.0,133.0,1.61,2.2,2006-10-09,0.0
21.0,43.0,1.5,2.62,2021-02-08,0.0
128.0,130.0,2.62,1.5,2021-02-22,1.0
81.0,173.0,1.61,2.2,2008-02-18,1.0
50.0,64.0,2.37,1.53,2010-08-09,0.0
21.0,28.0,1.4,2.75,2011-08-21,1.0
110.0,171.0,2.37,1.57,2018-07-02,1.0
8.0,21.0,1.12,6.0,2022-10-24,0.0
25.0,32.0,1.4,2.75,2009-08-10,1.0
53.0,86.0,1.25,4.0,2022-04-18,0.0
4.0,263.0,1.05,9.0,2008-05-18,0.0
5.0,9.0,1.39,2.75,2007-01-15,1.0
43.0,60.0,2.37,1.53,2013-01-07,1.0
1.0,8.0,1.03,11.0,2009-04-20,0.0
39.0,43.0,2.62,1.44,2011-04-24,1.0
39.0,95.0,1.33,3.25,2008-09-22,0.0
18.0,30.0,1.3,3.4,2012-05-06,0.0
52.0,102.0,1.33,3.25,2015-04-27,0.0
52.0,66.0,1.53,2.37,2009-01-12,0.0
15.0,47.0,1.36,3.0,2011-08-14,1.0
32.0,87.0,1.57,2.25,2016-02-08,0.0
3.0,17.0,1.16,5.0,2013-05-05,0.0
61.0,80.0,1.9,1.8,2006-08-28,0.0
34.0,158.0,1.53,2.37,2016-07-18,1.0
9.0,49.0,1.36,3.0,2015-05-10,0.0
72.0,581.0,1.53,2.37,2016-03-07,0.0
57.0,133.0,1.25,3.75,2008-05-18,0.0
17.0,48.0,1.1,7.0,2019-05-27,0.0
55.0,181.0,1.28,3.5,2011-06-20,0.0
2.0,12.0,1.07,7.5,2010-11-07,0.0
32.0,89.0,1.14,5.5,2017-02-27,0.0
7.0,285.0,1.11,6.5,2014-07-14,0.0
119.0,145.0,1.53,2.37,2019-09-16,0.0
9.0,174.0,1.02,17.0,2015-06-29,0.0
20.0,115.0,1.28,3.5,2020-02-24,0.0
79.0,276.0,2.2,1.61,2009-08-31,1.0
35.0,102.0,1.28,3.5,2008-06-23,0.0
2.0,38.0,1.04,9.0,2006-04-24,0.0
25.0,172.0,1.2,4.33,2012-07-16,1.0
61.0,124.0,1.44,2.62,2013-07-29,0.0
7.0,31.0,1.4,3.0,2021-06-14,1.0
19.0,52.0,1.14,5.5,2020-10-19,0.0
117.0,118.0,1.53,2.37,2006-07-24,0.0
26.0,119.0,1.18,4.5,2015-04-27,0.0
78.0,139.0,1.4,3.0,2022-02-21,0.0
81.0,83.0,2.0,1.72,2017-06-12,1.0
16.0,56.0,1.07,9.0,2013-05-27,0.0
35.0,40.0,2.25,1.61,2011-04-24,1.0
6.0,45.0,1.39,2.75,2007-03-19,0.0
19.0,147.0,1.4,2.75,2013-12-29,1.0
39.0,81.0,1.25,3.75,2012-04-30,0.0
9.0,35.0,1.22,4.0,2010-05-24,0.0
23.0,52.0,2.75,1.39,2006-05-15,0.0
43.0,188.0,1.16,5.0,2012-04-30,0.0
36.0,237.0,1.12,6.0,2014-02-17,0.0
80.0,169.0,1.4,2.75,2007-07-09,1.0
7.0,9.0,1.16,5.0,2015-05-10,1.0
2.0,16.0,1.25,4.0,2019-10-28,0.0
1.0,118.0,1.01,21.0,2016-01-04,0.0
65.0,129.0,1.4,2.75,2011-09-26,1.0
9.0,92.0,1.03,13.0,2016-08-29,0.0
33.0,93.0,2.87,1.38,2013-03-07,1.0
29.0,101.0,1.57,2.37,2022-07-25,0.0
13.0,93.0,1.03,15.0,2022-08-29,0.0
2.0,60.0,1.28,3.75,2021-06-21,0.0
91.0,155.0,3.75,1.25,2014-06-09,1.0
96.0,510.0,1.22,4.0,2013-07-15,0.0
10.0,31.0,1.28,3.75,2022-09-26,1.0
6.0,32.0,1.36,3.0,2015-10-11,0.0
5.0,52.0,1.05,11.0,2016-02-08,0.0
27.0,111.0,1.25,3.75,2009-07-19,0.0
60.0,297.0,1.2,4.33,2020-02-24,1.0
59.0,93.0,1.36,3.0,2006-04-17,1.0
57.0,61.0,1.44,2.62,2013-02-11,1.0
19.0,101.0,1.14,5.5,2013-05-19,0.0
48.0,63.0,1.66,2.1,2016-04-04,0.0
28.0,172.0,1.2,4.5,2022-06-27,0.0
30.0,43.0,2.2,1.66,2013-08-18,1.0
29.0,624.0,1.3,3.5,2021-06-14,0.0
49.0,57.0,2.0,1.72,2011-01-31,1.0
6.0,195.0,1.02,12.0,2011-02-21,0.0
27.0,212.0,1.16,4.5,2006-04-10,1.0
13.0,17.0,2.1,1.66,2009-03-12,1.0
101.0,192.0,1.72,2.0,2014-08-25,1.0
14.0,31.0,2.62,1.44,2014-03-06,1.0
27.0,42.0,1.36,3.0,2014-03-19,1.0
1.0,18.0,1.05,11.0,2013-03-20,1.0
35.0,90.0,1.72,2.0,2019-09-23,0.0
14.0,19.0,1.9,1.9,2012-09-24,0.0
1.0,10.0,1.1,7.0,2013-09-30,0.0
92.0,154.0,1.53,2.37,2007-07-16,0.0
2.0,33.0,1.06,8.0,2006-05-08,0.0
6.0,52.0,1.16,5.0,2013-09-23,0.0
11.0,34.0,1.08,8.0,2012-05-06,0.0
52.0,212.0,1.25,4.0,2021-07-19,0.0
14.0,58.0,1.39,2.75,2007-10-28,0.0
60.0,67.0,1.5,2.62,2015-05-17,0.0
7.0,160.0,1.05,8.5,2006-05-29,0.0
8.0,9.0,1.53,2.37,2008-03-13,1.0
85.0,141.0,1.44,2.75,2017-01-16,0.0
54.0,70.0,2.62,1.44,2013-01-07,1.0
57.0,175.0,1.28,3.5,2018-10-22,0.0
2.0,57.0,1.03,15.0,2012-03-21,0.0
148.0,200.0,1.4,2.75,2008-08-25,1.0
132.0,208.0,1.5,2.5,2017-02-20,1.0
9.0,37.0,1.66,2.1,2018-06-18,1.0
75.0,119.0,3.5,1.3,2021-05-31,1.0
54.0,57.0,2.5,1.5,2011-08-08,1.0
81.0,82.0,2.5,1.5,2007-02-12,0.0
55.0,115.0,1.18,4.5,2012-07-09,1.0
63.0,93.0,2.2,1.66,2019-01-07,0.0
27.0,57.0,1.25,3.75,2019-05-20,1.0
7.0,12.0,1.72,2.1,2017-07-03,0.0
13.0,58.0,1.25,3.75,2016-10-10,0.0
57.0,71.0,1.53,2.37,2008-01-14,0.0
44.0,137.0,2.1,1.66,2015-08-03,1.0
109.0,153.0,1.25,3.75,2010-10-25,0.0
31.0,45.0,1.53,2.37,2014-10-20,0.0
19.0,52.0,1.25,3.75,2012-09-24,0.0
32.0,44.0,1.5,2.5,2017-01-02,1.0
19.0,91.0,2.2,1.61,2008-03-13,0.0
87.0,95.0,2.62,1.44,2012-02-20,1.0
71.0,78.0,1.3,3.39,2007-04-23,1.0
113.0,147.0,1.61,2.2,2014-07-27,0.0
53.0,77.0,1.38,2.87,2007-12-31,1.0
25.0,52.0,1.72,2.1,2022-08-15,1.0
5.0,235.0,1.57,2.25,2007-04-15,1.0
47.0,84.0,1.4,2.75,2019-05-20,1.0
38.0,135.0,1.8,1.9,2006-01-02,0.0
42.0,125.0,1.57,2.25,2006-04-24,0.0
9.0,27.0,1.28,3.75,2016-08-29,1.0
24.0,36.0,1.83,1.83,2019-09-30,0.0
100.0,105.0,1.61,2.2,2021-02-22,1.0
28.0,72.0,1.53,2.37,2010-08-22,1.0
8.0,77.0,1.14,5.0,2009-02-23,0.0
25.0,43.0,1.61,2.2,2014-06-16,0.0
4.0,7.0,2.1,1.72,2007-05-07,0.0
25.0,30.0,1.8,1.9,2009-06-08,0.0
3.0,293.0,1.03,15.0,2013-05-12,0.0
