p0_rank,p1_rank,p0_odds,p1_odds,tourney_date,winner
84.0,85.0,2.75,1.4,2015-01-19,1.0
18.0,42.0,2.0,1.72,2006-02-27,0.0
1.0,21.0,1.06,10.0,2018-12-31,0.0
2.0,67.0,1.01,21.0,2016-01-18,0.0
30.0,48.0,2.0,1.72,2014-05-18,0.0
2.0,23.0,1.44,2.75,2017-08-14,1.0
20.0,55.0,1.39,2.75,2006-05-22,0.0
68.0,533.0,4.0,1.22,2009-03-12,1.0
1.0,69.0,1.002,34.0,2011-06-20,0.0
57.0,90.0,2.5,1.5,2015-06-29,1.0
34.0,77.0,1.5,2.5,2020-01-13,0.0
28.0,38.0,1.33,3.25,2016-01-11,0.0
1.0,102.0,1.02,19.0,2021-06-28,0.0
117.0,123.0,2.5,1.53,2022-07-25,0.0
19.0,67.0,1.06,8.0,2009-06-14,0.0
90.0,135.0,1.72,2.1,2019-02-18,0.0
31.0,97.0,1.5,2.62,2021-07-12,1.0
22.0,50.0,1.57,2.25,2018-02-12,1.0
52.0,76.0,1.28,3.5,2010-06-13,1.0
26.0,65.0,1.4,2.75,2014-04-21,1.0
8.0,18.0,1.33,3.4,2014-01-13,0.0
20.0,45.0,2.62,1.44,2006-10-16,1.0
1.0,24.0,1.16,5.0,2018-12-31,1.0
30.0,113.0,2.37,1.57,2022-10-24,1.0
9.0,102.0,1.03,11.0,2006-06-26,0.0
31.0,89.0,1.04,13.0,2013-06-24,0.0
39.0,174.0,1.14,5.0,2006-05-08,0.0
11.0,115.0,1.28,3.75,2022-03-07,0.0
37.0,87.0,1.44,2.62,2019-09-16,0.0
16.0,36.0,2.25,1.57,2012-12-30,1.0
16.0,33.0,2.1,1.72,2017-06-12,0.0
7.0,52.0,1.38,2.87,2007-10-28,0.0
1.0,24.0,1.2,4.5,2019-08-26,1.0
76.0,137.0,1.8,1.9,2008-08-04,1.0
27.0,73.0,1.28,3.5,2007-04-23,1.0
41.0,44.0,1.4,2.75,2011-10-31,0.0
37.0,81.0,1.53,2.37,2013-04-08,1.0
41.0,118.0,1.66,2.1,2010-10-10,0.0
40.0,107.0,2.1,1.66,2007-01-08,0.0
4.0,254.0,1.25,3.75,2007-08-05,0.0
1.0,7.0,1.9,1.9,2008-04-20,0.0
36.0,37.0,1.72,2.0,2009-08-16,1.0
5.0,188.0,1.14,5.0,2008-03-03,0.0
17.0,29.0,1.57,2.25,2013-05-05,0.0
16.0,23.0,1.44,2.62,2015-04-20,0.0
101.0,110.0,1.3,3.4,2012-01-30,1.0
13.0,41.0,1.72,2.1,2022-02-07,0.0
2.0,15.0,1.44,2.62,2016-05-09,1.0
31.0,40.0,1.66,2.1,2007-03-05,0.0
155.0,159.0,2.37,1.53,2013-07-29,1.0
6.0,159.0,1.03,15.0,2014-02-24,0.0
1.0,69.0,1.01,12.0,2006-01-16,0.0
79.0,86.0,2.1,1.66,2013-06-24,1.0
161.0,290.0,1.53,2.37,2019-07-15,1.0
3.0,31.0,1.22,4.0,2009-08-16,0.0
18.0,48.0,1.3,3.4,2016-08-01,0.0
54.0,112.0,1.44,2.62,2007-01-28,0.0
58.0,93.0,2.75,1.44,2022-04-25,0.0
54.0,91.0,1.22,4.0,2017-05-22,0.0
86.0,95.0,1.83,1.83,2006-04-24,0.0
3.0,124.0,1.04,13.0,2020-08-31,0.0
79.0,156.0,1.44,2.62,2012-01-16,0.0
15.0,42.0,1.39,2.75,2006-06-12,0.0
267.0,325.0,1.72,2.0,2016-04-25,0.0
7.0,57.0,1.44,2.62,2008-01-14,1.0
52.0,89.0,1.4,2.75,2012-07-09,0.0
17.0,255.0,1.05,9.0,2007-12-31,0.0
5.0,25.0,1.3,3.4,2019-04-22,0.0
61.0,80.0,2.1,1.66,2006-01-02,0.0
73.0,130.0,1.53,2.5,2022-09-19,1.0
5.0,33.0,1.3,3.5,2018-10-08,0.0
10.0,119.0,1.25,3.75,2010-08-01,0.0
38.0,154.0,1.1,6.5,2011-03-23,1.0
2.0,6.0,1.38,2.87,2012-03-21,0.0
2.0,32.0,1.02,17.0,2014-03-19,0.0
13.0,81.0,1.9,1.8,2018-05-21,1.0
19.0,58.0,1.44,2.62,2012-02-13,1.0
54.0,57.0,1.66,2.1,2016-06-20,1.0
21.0,32.0,2.5,1.53,2021-08-09,1.0
70.0,75.0,1.44,2.62,2010-08-30,0.0
28.0,33.0,1.53,2.37,2014-05-04,0.0
14.0,28.0,1.4,2.75,2017-02-13,0.0
83.0,128.0,1.8,1.9,2010-02-01,0.0
10.0,58.0,1.8,2.0,2021-04-12,1.0
9.0,288.0,1.04,9.0,2007-01-08,0.0
49.0,798.0,1.05,11.0,2013-07-15,0.0
74.0,294.0,1.72,2.0,2020-02-17,1.0
24.0,56.0,1.33,3.4,2015-06-29,1.0
10.0,73.0,1.14,5.0,2006-02-27,0.0
85.0,136.0,2.75,1.36,2009-02-16,1.0
123.0,157.0,1.66,2.1,2008-02-18,1.0
15.0,94.0,1.38,2.87,2008-08-25,0.0
25.0,42.0,1.72,2.1,2018-01-08,1.0
13.0,65.0,1.22,4.0,2009-04-27,0.0
90.0,146.0,2.62,1.5,2017-05-29,0.0
35.0,63.0,2.1,1.72,2017-05-29,1.0
35.0,195.0,1.38,2.87,2007-06-25,0.0
27.0,67.0,1.5,2.5,2016-07-18,0.0
102.0,182.0,2.37,1.53,2011-03-10,0.0
27.0,69.0,1.03,12.0,2008-06-23,0.0
58.0,127.0,1.36,2.87,2006-01-02,0.0
2.0,19.0,1.22,4.33,2017-10-23,0.0
43.0,63.0,2.25,1.57,2014-02-10,0.0
30.0,42.0,1.53,2.37,2013-05-27,1.0
2.0,46.0,1.06,8.0,2010-11-01,0.0
22.0,104.0,1.25,3.75,2013-01-07,0.0
36.0,65.0,1.3,3.4,2010-02-01,1.0
84.0,208.0,1.36,3.0,2008-01-14,0.0
3.0,64.0,1.01,21.0,2015-10-26,0.0
14.0,77.0,1.18,4.5,2013-04-08,1.0
88.0,98.0,1.16,4.5,2009-04-06,0.0
145.0,387.0,1.16,5.0,2016-02-08,0.0
11.0,31.0,1.12,5.5,2009-04-27,1.0
31.0,56.0,2.1,1.66,2014-01-13,0.0
15.0,105.0,1.11,6.5,2017-01-16,0.0
14.0,109.0,1.25,3.75,2020-09-14,0.0
23.0,131.0,1.33,3.25,2008-02-25,1.0
83.0,90.0,2.1,1.72,2019-02-18,1.0
8.0,12.0,1.66,2.1,2010-08-30,0.0
57.0,143.0,1.36,3.0,2018-02-19,0.0
3.0,119.0,1.07,9.0,2016-10-24,0.0
63.0,72.0,1.5,2.5,2014-02-24,0.0
43.0,119.0,2.5,1.5,2015-04-27,1.0
14.0,454.0,1.28,3.75,2017-07-31,1.0
22.0,257.0,1.33,3.25,2015-08-31,0.0
13.0,107.0,1.11,6.5,2016-08-15,0.0
85.0,135.0,1.44,2.62,2018-06-11,0.0
9.0,72.0,2.1,1.72,2019-02-25,1.0
61.0,63.0,3.5,1.28,2011-08-21,1.0
57.0,148.0,2.87,1.36,2007-02-19,1.0
18.0,113.0,1.4,3.0,2018-08-27,0.0
9.0,120.0,1.25,4.0,2021-03-15,1.0
45.0,55.0,1.5,2.5,2009-06-22,1.0
32.0,654.0,1.33,3.25,2018-07-30,0.0
11.0,48.0,1.16,4.5,2007-12-31,0.0
70.0,141.0,1.19,4.33,2006-07-31,0.0
17.0,130.0,1.9,1.9,2021-06-28,0.0
19.0,78.0,1.2,4.33,2015-02-16,1.0
22.0,45.0,1.08,8.0,2012-06-25,0.0
98.0,143.0,3.4,1.3,2015-02-16,1.0
25.0,45.0,1.72,2.0,2014-05-04,1.0
33.0,60.0,2.37,1.53,2015-05-24,1.0
16.0,65.0,1.25,3.75,2006-05-15,0.0
50.0,58.0,1.8,1.9,2016-01-04,0.0
35.0,112.0,1.44,2.75,2019-05-27,0.0
38.0,87.0,1.57,2.25,2016-07-18,1.0
27.0,1410.0,1.04,13.0,2015-08-31,0.0
64.0,73.0,1.72,2.0,2014-08-17,1.0
7.0,78.0,1.1,7.0,2020-09-28,0.0
6.0,30.0,1.66,2.2,2016-01-18,0.0
51.0,75.0,1.4,2.75,2015-01-19,1.0
13.0,73.0,1.22,4.0,2006-08-28,0.0
130.0,195.0,1.25,3.75,2008-08-25,0.0
36.0,74.0,1.72,2.1,2022-10-31,1.0
9.0,99.0,1.11,6.5,2012-08-27,0.0
4.0,15.0,1.2,4.5,2015-06-29,0.0
9.0,91.0,1.1,6.0,2006-01-02,0.0
347.0,624.0,1.4,2.75,2017-07-31,0.0
12.0,78.0,1.4,3.0,2021-04-19,0.0
36.0,58.0,1.53,2.37,2015-03-12,1.0
55.0,100.0,1.66,2.1,2011-09-26,0.0
77.0,125.0,2.5,1.5,2008-02-25,1.0
7.0,26.0,1.22,4.0,2011-10-09,0.0
38.0,85.0,1.12,5.5,2007-06-18,0.0
21.0,30.0,1.8,1.9,2008-10-20,0.0
25.0,99.0,1.16,4.5,2007-02-12,0.0
71.0,152.0,1.4,2.75,2015-05-24,0.0
2.0,74.0,1.005,34.0,2020-09-28,0.0
117.0,163.0,2.0,1.72,2009-08-23,0.0
60.0,63.0,2.75,1.44,2021-05-24,1.0
72.0,132.0,1.72,2.0,2010-10-18,1.0
13.0,93.0,1.28,3.5,2018-04-16,0.0
63.0,142.0,1.4,2.75,2014-02-03,1.0
11.0,54.0,1.28,3.5,2017-02-13,0.0
67.0,179.0,1.36,3.0,2006-01-30,1.0
22.0,50.0,1.57,2.25,2016-01-11,0.0
14.0,65.0,1.36,3.0,2006-01-16,1.0
66.0,266.0,1.44,2.75,2017-05-29,1.0
12.0,53.0,1.3,3.5,2021-03-15,0.0
28.0,55.0,2.62,1.44,2014-07-14,1.0
18.0,53.0,1.36,3.0,2007-10-01,0.0
33.0,90.0,1.66,2.2,2021-05-10,0.0
76.0,116.0,1.9,1.8,2017-08-28,1.0
73.0,131.0,4.0,1.22,2012-06-11,1.0
4.0,10.0,2.0,1.72,2013-09-30,1.0
9.0,63.0,1.22,4.0,2007-01-28,1.0
15.0,76.0,1.36,3.0,2010-11-01,0.0
6.0,14.0,1.16,5.0,2017-03-20,0.0
8.0,81.0,1.36,3.2,2022-08-01,0.0
51.0,105.0,1.1,7.0,2016-07-18,1.0
85.0,94.0,2.37,1.53,2006-04-10,1.0
43.0,74.0,3.5,1.28,2010-04-05,0.0
12.0,216.0,1.04,13.0,2017-07-03,0.0
26.0,43.0,1.72,2.0,2017-10-02,0.0
13.0,54.0,1.08,7.0,2007-02-12,0.0
6.0,59.0,1.28,3.75,2018-02-12,0.0
55.0,75.0,1.5,2.5,2010-06-07,1.0
75.0,92.0,1.4,2.75,2013-05-27,1.0
14.0,185.0,1.22,4.0,2018-12-31,1.0
81.0,372.0,1.44,2.62,2019-04-08,1.0
28.0,58.0,1.25,4.0,2022-05-23,1.0
14.0,78.0,1.5,2.5,2007-08-13,1.0
48.0,121.0,1.2,4.5,2019-02-25,0.0
71.0,93.0,2.75,1.4,2016-10-17,1.0
10.0,121.0,1.08,8.0,2014-10-20,0.0
12.0,82.0,1.25,3.75,2007-08-27,0.0
44.0,92.0,1.36,3.0,2013-09-30,0.0
75.0,203.0,1.53,2.37,2010-06-07,0.0
93.0,121.0,1.44,2.62,2013-07-22,1.0
59.0,189.0,1.22,4.0,2007-07-29,1.0
41.0,50.0,1.57,2.25,2010-02-08,0.0
13.0,34.0,1.66,2.1,2015-05-10,1.0
85.0,106.0,2.25,1.57,2008-02-25,0.0
66.0,77.0,1.66,2.1,2017-02-27,0.0
24.0,62.0,1.33,3.25,2007-10-01,1.0
64.0,93.0,2.0,1.72,2009-02-09,1.0
16.0,20.0,1.8,2.0,2021-09-20,0.0
64.0,96.0,1.36,3.0,2019-08-19,0.0
13.0,85.0,1.25,4.0,2022-02-14,0.0
11.0,62.0,1.16,4.5,2009-08-10,0.0
13.0,35.0,1.57,2.25,2008-08-17,1.0
74.0,87.0,2.75,1.44,2021-05-24,1.0
34.0,47.0,1.36,3.0,2020-09-14,0.0
67.0,70.0,1.5,2.5,2015-05-17,0.0
14.0,25.0,1.66,2.1,2006-08-28,0.0
56.0,74.0,4.0,1.22,2016-04-18,1.0
42.0,97.0,1.53,2.37,2021-02-01,0.0
14.0,96.0,1.22,4.0,2015-08-03,1.0
8.0,298.0,2.2,1.61,2011-02-14,0.0
28.0,77.0,1.14,5.0,2010-05-02,0.0
28.0,235.0,1.1,7.0,2017-06-19,0.0
40.0,118.0,1.8,2.0,2022-07-18,0.0
13.0,21.0,1.33,3.4,2016-01-18,1.0
44.0,61.0,1.83,1.83,2010-08-01,1.0
16.0,24.0,1.57,2.37,2014-04-21,0.0
7.0,33.0,1.66,2.1,2016-02-22,1.0
83.0,121.0,1.83,1.83,2007-01-28,1.0
52.0,109.0,1.72,2.1,2018-06-18,1.0
3.0,45.0,1.4,3.0,2014-06-23,0.0
9.0,83.0,1.1,7.0,2014-03-19,0.0
61.0,78.0,2.37,1.53,2008-10-20,1.0
63.0,108.0,1.2,4.33,2018-02-12,0.0
54.0,56.0,2.25,1.57,2017-09-18,0.0
26.0,447.0,1.05,9.0,2006-06-26,0.0
20.0,40.0,1.1,7.0,2014-04-13,0.0
107.0,160.0,1.25,3.5,2007-02-12,0.0
20.0,107.0,1.36,3.2,2021-09-20,0.0
3.0,29.0,1.06,11.0,2018-05-28,0.0
56.0,552.0,1.25,3.75,2010-07-05,1.0
42.0,85.0,1.11,6.5,2015-07-20,0.0
37.0,78.0,1.53,2.37,2020-02-24,0.0
39.0,187.0,1.08,8.0,2018-01-15,0.0
22.0,75.0,1.33,3.4,2022-10-24,0.0
75.0,263.0,2.37,1.53,2009-03-12,1.0
5.0,45.0,1.19,4.33,2006-05-08,0.0
31.0,88.0,1.53,2.37,2014-07-07,0.0
19.0,308.0,1.08,8.0,2017-08-28,0.0
49.0,56.0,2.37,1.53,2013-07-22,1.0
29.0,65.0,1.53,2.37,2006-01-09,0.0
42.0,167.0,1.66,2.1,2019-04-29,1.0
53.0,97.0,1.36,3.0,2016-02-01,0.0
3.0,83.0,1.02,19.0,2013-03-07,0.0
83.0,87.0,1.83,1.83,2011-09-19,1.0
8.0,19.0,1.72,2.0,2006-04-17,0.0
7.0,18.0,1.44,2.62,2011-07-18,1.0
16.0,66.0,1.16,5.0,2017-03-20,0.0
26.0,159.0,1.01,15.0,2010-06-21,0.0
13.0,55.0,1.11,6.0,2011-03-23,1.0
53.0,65.0,1.57,2.25,2015-02-23,0.0
37.0,67.0,1.72,2.0,2017-01-09,1.0
29.0,165.0,1.11,6.0,2011-01-31,0.0
51.0,57.0,1.28,3.5,2020-11-02,0.0
14.0,68.0,1.25,3.75,2016-06-06,0.0
23.0,49.0,1.28,3.5,2015-02-02,1.0
14.0,29.0,1.8,2.0,2022-01-17,0.0
30.0,91.0,1.72,2.0,2018-04-23,0.0
65.0,68.0,1.11,6.0,2006-10-09,0.0
49.0,82.0,2.37,1.53,2014-10-05,1.0
153.0,162.0,1.57,2.37,2017-05-29,0.0
62.0,86.0,1.57,2.25,2011-08-29,0.0
62.0,134.0,1.72,2.1,2022-07-11,1.0
19.0,74.0,1.2,4.33,2015-09-28,1.0
48.0,57.0,1.5,2.5,2013-01-07,0.0
73.0,86.0,1.33,3.25,2010-03-11,0.0
19.0,82.0,2.37,1.57,2021-05-10,1.0
90.0,204.0,1.4,2.75,2011-04-04,0.0
8.0,38.0,1.33,3.25,2019-06-17,1.0
22.0,50.0,1.33,3.25,2009-11-02,1.0
30.0,157.0,1.16,4.5,2009-10-19,0.0
44.0,46.0,1.44,2.62,2014-03-19,0.0
65.0,67.0,1.11,6.0,2006-10-09,0.0
11.0,61.0,1.57,2.25,2011-04-04,1.0
9.0,163.0,1.16,5.0,2022-02-14,0.0
70.0,103.0,2.2,1.61,2007-02-12,1.0
59.0,104.0,1.61,2.2,2012-08-27,0.0
74.0,83.0,2.37,1.53,2011-06-20,1.0
136.0,173.0,2.37,1.53,2016-07-11,0.0
83.0,171.0,1.72,2.0,2009-02-02,1.0
4.0,18.0,1.53,2.37,2007-05-28,0.0
15.0,27.0,1.39,2.75,2007-07-09,0.0
12.0,18.0,3.5,1.28,2011-08-29,0.0
96.0,187.0,1.57,2.25,2015-02-02,0.0
31.0,65.0,1.2,4.33,2009-07-26,0.0
8.0,28.0,1.36,3.0,2009-02-09,1.0
3.0,73.0,1.02,12.0,2010-05-24,0.0
3.0,9.0,1.3,3.5,2018-05-07,0.0
17.0,58.0,1.18,4.5,2013-02-18,0.0
21.0,29.0,3.5,1.3,2014-02-17,1.0
5.0,150.0,1.02,19.0,2014-05-26,0.0
8.0,11.0,1.44,2.75,2013-03-20,1.0
38.0,127.0,1.28,3.5,2011-05-22,0.0
21.0,30.0,1.57,2.25,2008-02-11,0.0
1.0,12.0,1.08,8.0,2012-03-08,0.0
33.0,55.0,1.61,2.2,2006-01-02,1.0
18.0,43.0,1.72,2.0,2007-02-19,1.0
8.0,31.0,1.12,5.5,2009-02-16,0.0
61.0,333.0,1.28,3.5,2019-09-23,0.0
69.0,73.0,1.53,2.37,2011-10-17,1.0
44.0,50.0,2.0,1.72,2020-02-17,0.0
25.0,59.0,1.33,3.25,2014-05-11,1.0
9.0,126.0,1.22,4.33,2022-02-07,0.0
52.0,100.0,1.83,1.83,2017-10-23,1.0
93.0,304.0,1.28,3.5,2007-05-28,0.0
6.0,114.0,1.36,3.0,2010-08-15,0.0
12.0,18.0,1.83,1.83,2007-02-26,1.0
51.0,83.0,2.5,1.5,2011-07-18,1.0
44.0,67.0,1.33,3.25,2010-03-11,0.0
56.0,100.0,2.5,1.5,2017-04-17,0.0
94.0,99.0,1.4,2.75,2016-07-18,1.0
16.0,60.0,1.12,6.0,2016-01-18,0.0
19.0,54.0,1.4,3.0,2022-08-15,0.0
107.0,213.0,1.57,2.25,2012-09-17,0.0
51.0,85.0,1.66,2.1,2007-07-30,0.0
36.0,95.0,1.66,2.1,2009-01-12,0.0
16.0,58.0,1.36,3.0,2010-02-15,1.0
42.0,62.0,2.1,1.66,2007-06-17,1.0
10.0,63.0,1.3,3.4,2013-05-12,0.0
15.0,46.0,3.4,1.33,2011-04-25,1.0
116.0,148.0,2.1,1.66,2015-06-08,0.0
8.0,69.0,1.06,8.0,2010-02-15,0.0
51.0,115.0,2.25,1.57,2016-08-29,0.0
2.0,115.0,1.16,5.0,2022-01-17,0.0
25.0,68.0,2.1,1.72,2022-01-10,0.0
14.0,16.0,2.2,1.66,2009-11-08,1.0
78.0,225.0,1.53,2.5,2022-03-21,0.0
5.0,66.0,1.16,5.0,2015-04-20,0.0
40.0,124.0,1.3,3.2,2006-09-25,0.0
57.0,123.0,1.22,4.0,2010-04-05,0.0
8.0,35.0,1.22,4.0,2008-01-14,0.0
92.0,212.0,1.9,1.8,2015-01-19,0.0
64.0,84.0,2.75,1.4,2011-07-25,1.0
94.0,101.0,3.5,1.28,2008-01-14,1.0
7.0,56.0,1.11,6.5,2013-02-11,0.0
82.0,83.0,1.33,3.4,2022-02-07,1.0
32.0,37.0,1.12,6.0,2015-06-29,1.0
16.0,85.0,1.12,6.0,2013-06-24,0.0
68.0,69.0,4.0,1.25,2019-08-26,1.0
12.0,47.0,1.44,2.62,2010-06-07,1.0
10.0,37.0,1.4,2.75,2017-05-15,0.0
3.0,83.0,1.04,13.0,2012-02-13,0.0
21.0,74.0,1.22,4.0,2010-01-04,0.0
26.0,51.0,2.5,1.5,2011-03-10,0.0
5.0,9.0,2.2,1.66,2012-06-25,0.0
18.0,98.0,1.33,3.25,2020-02-24,0.0
28.0,110.0,1.1,6.5,2006-07-24,0.0
27.0,64.0,1.11,6.0,2008-06-23,0.0
66.0,75.0,3.75,1.28,2022-06-06,0.0
2.0,56.0,1.22,4.33,2022-09-26,1.0
22.0,52.0,2.5,1.5,2018-08-20,1.0
94.0,128.0,1.4,2.75,2015-07-27,0.0
90.0,150.0,1.4,2.75,2017-06-12,1.0
5.0,53.0,1.05,9.0,2009-06-22,0.0
4.0,7.0,1.2,4.5,2017-05-29,0.0
6.0,108.0,1.01,21.0,2012-01-16,0.0
80.0,148.0,3.5,1.28,2010-06-07,1.0
35.0,69.0,3.5,1.3,2021-05-10,1.0
47.0,53.0,2.75,1.4,2013-05-12,1.0
61.0,175.0,1.08,8.0,2022-08-01,0.0
28.0,183.0,1.38,2.87,2014-01-13,0.0
106.0,397.0,1.12,6.0,2021-03-01,0.0
128.0,150.0,1.83,1.83,2015-02-23,0.0
15.0,91.0,1.01,21.0,2015-05-24,0.0
17.0,63.0,1.57,2.25,2013-10-14,1.0
31.0,109.0,1.57,2.25,2017-02-13,1.0
3.0,10.0,1.33,3.25,2009-11-08,0.0
15.0,133.0,1.18,4.5,2016-02-01,1.0
4.0,24.0,1.66,2.1,2018-05-07,1.0
77.0,100.0,2.2,1.61,2009-04-06,1.0
22.0,112.0,1.22,4.33,2022-10-03,0.0
35.0,53.0,1.57,2.25,2007-02-26,0.0
93.0,453.0,1.57,2.25,2019-03-18,1.0
69.0,90.0,3.25,1.33,2016-03-07,1.0
14.0,21.0,1.72,2.0,2014-10-05,1.0
30.0,79.0,1.33,3.25,2015-04-06,0.0
55.0,56.0,1.61,2.3,2022-03-07,1.0
5.0,58.0,1.14,5.5,2014-10-20,0.0
16.0,119.0,1.08,8.0,2015-10-11,0.0
6.0,14.0,1.28,3.5,2008-03-03,0.0
29.0,41.0,1.72,2.0,2019-10-07,0.0
7.0,114.0,1.05,9.0,2010-02-15,0.0
75.0,76.0,1.12,5.5,2011-03-10,0.0
20.0,129.0,1.44,2.62,2016-02-01,0.0
49.0,120.0,1.44,2.62,2007-07-30,0.0
28.0,47.0,3.0,1.36,2010-08-15,1.0
21.0,60.0,1.53,2.37,2008-02-11,0.0
26.0,56.0,1.36,3.2,2022-08-29,0.0
9.0,209.0,1.02,12.0,2010-01-18,0.0
89.0,131.0,1.44,2.62,2006-07-31,0.0
47.0,225.0,1.25,3.75,2009-02-02,1.0
3.0,162.0,1.03,11.0,2006-01-16,0.0
114.0,121.0,2.75,1.44,2022-04-04,0.0
41.0,100.0,1.57,2.25,2015-02-02,1.0
8.0,49.0,1.25,4.0,2017-05-01,0.0
29.0,308.0,1.28,3.5,2008-06-16,0.0
28.0,45.0,1.8,1.9,2012-05-27,1.0
91.0,106.0,2.2,1.61,2007-04-09,1.0
2.0,25.0,1.06,8.0,2008-10-26,0.0
84.0,91.0,1.66,2.2,2019-05-20,0.0
60.0,71.0,2.5,1.53,2022-04-25,1.0
146.0,191.0,2.37,1.53,2012-04-30,1.0
23.0,73.0,1.28,3.5,2009-01-12,1.0
81.0,185.0,2.62,1.5,2018-05-28,1.0
1.0,4.0,1.36,3.3,2012-01-16,0.0
7.0,488.0,1.2,4.33,2007-06-17,1.0
69.0,86.0,1.83,1.83,2006-04-10,1.0
117.0,193.0,1.4,2.75,2014-01-13,0.0
4.0,31.0,1.05,11.0,2015-03-25,0.0
61.0,143.0,1.22,4.0,2018-04-23,0.0
46.0,69.0,1.61,2.2,2006-09-25,0.0
53.0,81.0,2.37,1.57,2022-02-14,0.0
10.0,47.0,1.05,9.0,2006-06-26,0.0
37.0,102.0,1.3,3.4,2019-02-11,1.0
7.0,36.0,1.33,3.25,2019-02-11,0.0
35.0,103.0,1.16,5.0,2021-11-01,1.0
44.0,416.0,1.14,5.5,2013-01-07,0.0
52.0,370.0,1.11,6.5,2016-03-21,0.0
52.0,141.0,1.5,2.5,2011-02-21,0.0
12.0,29.0,1.12,6.0,2014-05-04,0.0
44.0,57.0,1.53,2.5,2021-03-22,0.0
1.0,59.0,1.07,8.0,2008-05-25,0.0
11.0,57.0,2.2,1.66,2018-01-15,0.0
4.0,91.0,1.02,19.0,2019-05-27,0.0
8.0,149.0,1.08,8.0,2013-10-14,0.0
96.0,138.0,2.5,1.53,2021-03-08,1.0
5.0,174.0,1.06,10.0,2022-05-02,0.0
54.0,69.0,1.9,1.8,2012-06-11,1.0
4.0,124.0,1.04,13.0,2011-10-09,0.0
46.0,119.0,2.2,1.61,2018-04-30,1.0
31.0,49.0,1.44,2.62,2006-08-07,0.0
30.0,54.0,1.11,6.0,2009-10-19,0.0
1.0,27.0,1.03,15.0,2012-03-21,0.0
142.0,149.0,1.28,3.5,2015-02-09,1.0
39.0,297.0,1.3,3.39,2007-07-16,1.0
55.0,278.0,1.61,2.2,2008-04-28,0.0
8.0,73.0,1.05,9.0,2009-01-05,0.0
11.0,110.0,1.14,5.5,2013-06-24,0.0
67.0,127.0,1.16,4.5,2011-01-31,0.0
9.0,51.0,1.22,4.33,2022-10-03,0.0
33.0,90.0,1.28,3.5,2009-05-25,0.0
15.0,69.0,1.33,3.25,2012-10-29,1.0
29.0,51.0,1.57,2.25,2006-10-30,0.0
48.0,64.0,1.4,2.75,2010-06-13,0.0
60.0,102.0,1.33,3.25,2015-02-16,0.0
29.0,92.0,1.33,3.25,2019-10-21,0.0
26.0,33.0,1.39,2.75,2006-04-17,0.0
8.0,64.0,1.12,6.0,2021-03-01,0.0
203.0,422.0,1.57,2.25,2017-07-17,0.0
13.0,109.0,1.1,7.0,2018-03-05,1.0
19.0,60.0,1.16,5.0,2021-03-22,0.0
127.0,136.0,1.5,2.5,2014-09-15,1.0
77.0,78.0,3.4,1.33,2019-08-26,1.0
55.0,62.0,1.83,1.83,2019-08-05,1.0
20.0,63.0,1.25,3.75,2010-07-12,0.0
1.0,72.0,1.04,11.0,2018-06-18,0.0
37.0,66.0,1.72,2.0,2006-03-20,1.0
25.0,68.0,1.44,2.62,2007-12-31,0.0
110.0,198.0,5.0,1.16,2020-08-31,1.0
72.0,90.0,2.2,1.61,2008-03-03,1.0
21.0,97.0,1.22,4.0,2014-09-22,1.0
54.0,88.0,2.1,1.66,2009-08-23,1.0
63.0,112.0,1.5,2.5,2014-02-03,0.0
142.0,455.0,1.44,2.62,2019-07-22,1.0
38.0,65.0,1.66,2.1,2013-03-20,1.0
120.0,200.0,1.4,2.75,2021-02-22,0.0
11.0,75.0,1.05,11.0,2016-05-23,0.0
32.0,84.0,1.18,4.5,2020-02-10,1.0
22.0,44.0,1.5,2.62,2022-05-02,0.0
33.0,103.0,1.22,4.0,2010-10-25,1.0
40.0,42.0,1.9,1.9,2022-02-07,1.0
11.0,23.0,2.37,1.53,2011-05-08,1.0
37.0,109.0,1.16,4.5,2007-01-01,0.0
31.0,88.0,1.72,2.0,2006-03-06,1.0
23.0,63.0,1.36,3.2,2022-10-17,0.0
38.0,138.0,1.28,3.5,2006-08-28,1.0
53.0,107.0,3.25,1.33,2013-09-30,0.0
30.0,62.0,2.1,1.72,2022-07-18,1.0
11.0,152.0,1.66,2.2,2022-08-15,1.0
33.0,52.0,2.37,1.57,2014-08-17,0.0
10.0,77.0,1.12,5.5,2017-07-31,0.0
20.0,68.0,1.44,2.62,2006-06-26,0.0
46.0,97.0,1.12,6.0,2020-10-19,0.0
23.0,183.0,1.4,2.75,2016-10-31,0.0
20.0,79.0,1.72,2.0,2007-05-07,1.0
47.0,64.0,2.1,1.66,2018-04-23,0.0
2.0,20.0,1.2,4.5,2016-10-03,0.0
35.0,99.0,1.25,3.5,2006-05-01,0.0
8.0,104.0,1.05,11.0,2020-10-26,0.0
9.0,12.0,1.5,2.62,2017-05-08,0.0
41.0,60.0,1.12,5.5,2009-03-25,0.0
48.0,105.0,1.36,3.0,2008-10-06,0.0
10.0,32.0,1.33,3.4,2008-03-27,0.0
70.0,120.0,1.5,2.5,2012-10-15,0.0
5.0,18.0,1.44,2.75,2018-10-29,1.0
44.0,369.0,1.1,6.0,2007-01-08,0.0
29.0,129.0,1.33,3.4,2015-07-20,0.0
74.0,106.0,1.66,2.1,2010-02-15,1.0
46.0,67.0,2.75,1.4,2009-07-13,1.0
